ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Biological group,Species,Body Part,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
87544,United Kingdom,6,Sellafield,1998007467,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/98 00:00:00,99Tc,=,14.3,0.5777199945517001,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87545,United Kingdom,6,Sellafield,1999008080,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/99 00:00:00,99Tc,=,17.4,0.7064399900472,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87546,United Kingdom,6,Sellafield,2000007426,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/00 00:00:00,99Tc,=,14.6,0.5985999860715999,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87547,United Kingdom,6,Sellafield,2001007285,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,05/30/01 00:00:00,99Tc,=,63.7,2.5671101336426,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87548,United Kingdom,6,Sellafield,2002003191,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,05/03/02 00:00:00,99Tc,=,21.6,0.8791200370872001,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87549,United Kingdom,6,Sellafield,2003006233,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/17/03 00:00:00,99Tc,=,22.2,0.8924399957597999,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87550,United Kingdom,6,Sellafield,2004000721,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,05/12/04 00:00:00,99Tc,=,22.0,0.8954000000000001,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87551,United Kingdom,6,Sellafield,2005001132,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/28/05 00:00:00,99Tc,=,18.1,0.7421,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87552,United Kingdom,6,Sellafield,2006000409,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,03/22/06 00:00:00,99Tc,=,29.5,1.19475,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87553,United Kingdom,6,Sellafield,2007000872,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,03/27/07 00:00:00,99Tc,=,21.9,0.89133,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87554,United Kingdom,6,Sellafield,2008001018,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,05/27/08 00:00:00,99Tc,=,25.7,1.03571,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87555,United Kingdom,6,Sellafield,2009000755,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,04/28/09 00:00:00,99Tc,=,2.93,0.158513,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87556,United Kingdom,6,Sellafield,2010000463,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,05/07/10 00:00:00,99Tc,=,6.22,0.266838,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87557,United Kingdom,6,Sellafield,2011001040,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/15/11 00:00:00,99Tc,=,8.17,0.352127,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87558,United Kingdom,6,Sellafield,2012001223,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/01/12 00:00:00,99Tc,=,1.99,0.11741,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87559,United Kingdom,6,Sellafield,1995010785,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/95 00:00:00,99Tc,=,4.57,0.19011199302618,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87560,United Kingdom,6,Sellafield,1996010404,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/96 00:00:00,99Tc,=,1.48,0.06941200084656,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87561,United Kingdom,6,Sellafield,1997007979,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/97 00:00:00,99Tc,=,4.01,0.17162800841298,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87562,United Kingdom,6,Sellafield,1998007466,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/98 00:00:00,99Tc,=,2.52,0.10836000480564,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87563,United Kingdom,6,Sellafield,1999008562,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/99 00:00:00,99Tc,=,0.715,0.0525524993178899,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87564,United Kingdom,6,Sellafield,2000007425,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/00 00:00:00,99Tc,=,9.82,0.41145800561704,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87565,United Kingdom,6,Sellafield,2001010685,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,11/23/01 00:00:00,99Tc,=,1.28,0.05977600097664,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87566,United Kingdom,6,Sellafield,2002003192,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,05/03/02 00:00:00,99Tc,=,2.59,0.12457899851852,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87567,United Kingdom,6,Sellafield,2003007670,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,12/04/03 00:00:00,99Tc,=,0.456,0.042271202087568,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87568,United Kingdom,6,Sellafield,2008001041,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,05/27/08 00:00:00,99Tc,<,0.309,,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87569,United Kingdom,6,Sellafield,2009000754,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,04/28/09 00:00:00,99Tc,<,0.502,,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87570,United Kingdom,6,Sellafield,2012001224,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,06/01/12 00:00:00,99Tc,=,0.174,0.05916,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87571,United Kingdom,6,Sellafield,2013002087,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,02/28/13 00:00:00,99Tc,=,0.205,0.05,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87572,United Kingdom,6,Sellafield,2013002086,54,23.0,8.0,N,3,31.0,56.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,02/28/13 00:00:00,99Tc,=,3.6,0.166,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
87573,United Kingdom,6,Sellafield,201419284,54,39.0,42.0,N,3,44.0,16.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/14 00:00:00,99Tc,<,0.565,,Bq/kg f.w.,FSA-Food Standards Agency,,Parton,
87574,United Kingdom,6,Sellafield,201523979,54,39.0,42.0,N,3,44.0,16.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/15 00:00:00,99Tc,<,0.754,,Bq/kg f.w.,FSA-Food Standards Agency,,Parton,
87575,United Kingdom,6,Sellafield,201630381,54,39.0,42.0,N,3,44.0,16.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/16 00:00:00,99Tc,<,0.529,,Bq/kg f.w.,FSA-Food Standards Agency,,Parton,
87576,United Kingdom,6,Sellafield,2017214015,54,39.0,42.0,N,3,44.0,16.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/17 00:00:00,99Tc,<,0.255,,Bq/kg f.w.,FSA-Food Standards Agency,,Parton,
87577,United Kingdom,6,Sellafield,2018234491,54,39.0,42.0,N,3,44.0,16.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/18 00:00:00,99Tc,=,0.196,0.061,Bq/kg f.w.,FSA-Food Standards Agency,,Parton,
87578,United Kingdom,6,Sellafield,201418932,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/14 00:00:00,99Tc,<,0.59,,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87579,United Kingdom,6,Sellafield,201525981,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/15/15 00:00:00,99Tc,<,0.747,,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87580,United Kingdom,6,Sellafield,201633510,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/16 00:00:00,99Tc,<,0.584,,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87581,United Kingdom,6,Sellafield,2017213989,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/17 00:00:00,99Tc,<,0.273,,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87582,United Kingdom,6,Sellafield,2018234489,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/01/18 00:00:00,99Tc,<,0.151,,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87583,United Kingdom,6,Sellafield,201418843,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/14 00:00:00,99Tc,=,0.865,0.139,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87584,United Kingdom,6,Sellafield,201524370,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/15 00:00:00,99Tc,=,1.33,0.166,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87585,United Kingdom,6,Sellafield,201630403,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/16 00:00:00,99Tc,=,3.61,0.193,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87586,United Kingdom,6,Sellafield,2017213988,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/17 00:00:00,99Tc,=,2.68,0.14,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87587,United Kingdom,6,Sellafield,2018239562,54,32.0,43.0,N,3,45.0,50.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/18 00:00:00,99Tc,=,1.83,0.093,Bq/kg f.w.,FSA-Food Standards Agency,,Whitehaven,
87588,United Kingdom,6,Sellafield,201419725,54,23.0,7.0,N,3,34.0,20.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/14 00:00:00,99Tc,=,1.39,0.1,Bq/kg f.w.,FSA-Food Standards Agency,,Ravenglass,
87589,United Kingdom,6,Sellafield,201524371,54,23.0,7.0,N,3,34.0,20.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/15 00:00:00,99Tc,=,1.39,0.164,Bq/kg f.w.,FSA-Food Standards Agency,,Ravenglass,
87590,United Kingdom,6,Sellafield,201633501,54,23.0,7.0,N,3,34.0,20.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/16 00:00:00,99Tc,=,3.38,0.187,Bq/kg f.w.,FSA-Food Standards Agency,,Ravenglass,
87591,United Kingdom,6,Sellafield,2017214016,54,23.0,7.0,N,3,34.0,20.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/17 00:00:00,99Tc,=,3.37,0.164,Bq/kg f.w.,FSA-Food Standards Agency,,Ravenglass,
87592,United Kingdom,6,Sellafield,2018227784,54,23.0,7.0,N,3,34.0,20.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/10/18 00:00:00,99Tc,=,1.99,0.102,Bq/kg f.w.,FSA-Food Standards Agency,,Ravenglass,
87593,United Kingdom,5,Northern Ireland,1995009832,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,09/15/95 00:00:00,137Cs,=,2.260999918,0.0649999976,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87594,United Kingdom,5,Northern Ireland,1995010394,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,12/10/95 00:00:00,137Cs,=,2.2249999046,0.055999998,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87595,United Kingdom,5,Northern Ireland,1995001666,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,02/14/95 00:00:00,137Cs,=,3.2339999676,0.0489999987,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87596,United Kingdom,5,Northern Ireland,1995004092,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,04/15/95 00:00:00,137Cs,=,2.3429999352,0.1369999945,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87597,United Kingdom,5,Northern Ireland,1996001932,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,02/14/96 00:00:00,137Cs,=,1.972,0.1159999967,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87598,United Kingdom,5,Northern Ireland,1996005806,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,04/15/96 00:00:00,137Cs,=,1.365,0.0949999988,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87599,United Kingdom,5,Northern Ireland,1996008675,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/15/96 00:00:00,137Cs,=,1.529,0.0419999994,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87600,United Kingdom,5,Northern Ireland,1996009801,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,10/15/96 00:00:00,137Cs,=,1.2,0.0439999998,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87601,United Kingdom,5,Northern Ireland,1997008286,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,11/15/97 00:00:00,137Cs,=,0.441,0.0370000005,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87602,United Kingdom,5,Northern Ireland,1997006808,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/15/97 00:00:00,137Cs,=,0.485,0.0379999988,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87603,United Kingdom,5,Northern Ireland,1997001397,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/15/97 00:00:00,137Cs,=,2.911,0.0579999983,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87604,United Kingdom,5,Northern Ireland,1997002654,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/15/97 00:00:00,137Cs,=,2.784,0.0599999987,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87605,United Kingdom,5,Northern Ireland,1998006586,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,09/15/98 00:00:00,137Cs,=,0.509,0.0469999984,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87606,United Kingdom,5,Northern Ireland,1998001274,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/21/98 00:00:00,137Cs,=,1.226,0.0520000011,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87607,United Kingdom,5,Northern Ireland,1998002134,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/15/98 00:00:00,137Cs,=,1.064,0.0599999987,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87608,United Kingdom,5,Northern Ireland,1999000521,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,02/15/99 00:00:00,137Cs,=,0.768,0.075000003,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87609,United Kingdom,5,Northern Ireland,1999005942,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/15/99 00:00:00,137Cs,=,1.211,0.064000003,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87610,United Kingdom,5,Northern Ireland,2000001397,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,01/15/00 00:00:00,137Cs,=,2.245,0.1080000028,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87611,United Kingdom,5,Northern Ireland,2000007514,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/15/00 00:00:00,137Cs,=,0.748,0.0579999983,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87612,United Kingdom,5,Northern Ireland,2000006780,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/15/00 00:00:00,137Cs,=,0.611,0.0439999998,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87613,United Kingdom,5,Northern Ireland,2000007524,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,10/15/00 00:00:00,137Cs,=,0.743,0.0529999994,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87614,United Kingdom,5,Northern Ireland,2001001491,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/01/01 00:00:00,137Cs,=,1.525,0.074000001,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87615,United Kingdom,5,Northern Ireland,2001002041,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/15/01 00:00:00,137Cs,=,1.625,0.0820000023,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87616,United Kingdom,5,Northern Ireland,2001010442,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,11/15/01 00:00:00,137Cs,=,0.571,0.0469999984,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87617,United Kingdom,5,Northern Ireland,2001010443,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,11/15/01 00:00:00,137Cs,=,0.474,0.0469999984,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87618,United Kingdom,5,Northern Ireland,2002001835,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/21/02 00:00:00,137Cs,=,0.579,0.0480000004,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87619,United Kingdom,5,Northern Ireland,2002001467,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,02/14/02 00:00:00,137Cs,=,0.424,0.063000001,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87620,United Kingdom,5,Northern Ireland,2002004592,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/31/02 00:00:00,137Cs,=,0.459,0.0670000017,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87621,United Kingdom,5,Northern Ireland,2002005276,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,10/31/02 00:00:00,137Cs,=,0.708,0.0549999997,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87622,United Kingdom,5,Northern Ireland,2003000739,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/31/03 00:00:00,137Cs,=,0.651,0.0430000015,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87623,United Kingdom,5,Northern Ireland,2003001208,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,04/30/03 00:00:00,137Cs,=,1.337,0.061999999,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87624,United Kingdom,5,Northern Ireland,2003006434,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,08/31/03 00:00:00,137Cs,=,0.336,0.0979999974,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87625,United Kingdom,5,Northern Ireland,2003007556,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,12/11/03 00:00:00,137Cs,=,0.979,0.0480000004,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87626,United Kingdom,5,Northern Ireland,2004000554,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,05/15/04 00:00:00,137Cs,=,0.759,0.0686895,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87627,United Kingdom,5,Northern Ireland,2004000157,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/02/04 00:00:00,137Cs,=,1.569,0.1226958,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87628,United Kingdom,5,Northern Ireland,2004001596,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,09/15/04 00:00:00,137Cs,=,0.37,0.064935,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87629,United Kingdom,5,Northern Ireland,2005000487,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,03/15/05 00:00:00,137Cs,=,1.053,0.0862407,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87630,United Kingdom,5,Northern Ireland,2005000553,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,06/12/05 00:00:00,137Cs,=,0.257,0.0402205,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87631,United Kingdom,5,Northern Ireland,2005001205,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,10/15/05 00:00:00,137Cs,=,0.794,0.0832112,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87632,United Kingdom,5,Northern Ireland,2006001470,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,10/15/06 00:00:00,137Cs,=,0.833,0.0922964,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
87633,United Kingdom,5,Northern Ireland,2006000582,54,27.0,34.0,N,5,35.0,26.0,W,BIOT,Seaweed,RHODYMENIA spp,GROWING TIPS,06/15/06 00:00:00,137Cs,=,1.044,0.0905148,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Portaferry (Strangford Lough - Island Hill),
