ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Sampling depth,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
79257,Netherlands,9.0,HUIBGOT,2013005045,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,05/21/13 00:00:00,228Ra,=,0.00167,0.000668,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79135,Netherlands,8.0,VLISSGBISSVH,2013005260,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,05/21/13 00:00:00,3H,=,4.697,0.4697,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79149,Netherlands,8.0,VLISSGBISSVH,2013005260,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,05/21/13 00:00:00,226Ra,=,0.00242,0.0009679999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79193,Netherlands,8.0,NOORDWK2,2013005078,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,05/22/13 00:00:00,3H,=,4.257,0.4257,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79197,Netherlands,8.0,NOORDWK2,2013005078,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,05/22/13 00:00:00,226Ra,=,0.00583,0.002332,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79201,Netherlands,8.0,NOORDWK2,2013005078,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,05/22/13 00:00:00,228Ra,=,0.00061,0.000244,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79205,Netherlands,8.0,NOORDWK10,2013005079,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,05/22/13 00:00:00,3H,=,4.299,0.4299,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79209,Netherlands,8.0,NOORDWK10,2013005079,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,05/22/13 00:00:00,226Ra,=,0.00433,0.001732,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79213,Netherlands,8.0,NOORDWK10,2013005079,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,05/22/13 00:00:00,228Ra,=,0.00291,0.001164,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79217,Netherlands,8.0,NOORDWK70,2013005081,52,35.0,8.0,N,3,31.0,48.0,E,Water,1.0,05/22/13 00:00:00,3H,=,1.32,0.132,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79176,Netherlands,8.0,SCHOUWN10,2013005075,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,05/23/13 00:00:00,3H,=,4.347,0.4347,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79185,Netherlands,8.0,SCHOUWN10,2013005075,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,05/23/13 00:00:00,226Ra,=,0.0048,0.00192,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79189,Netherlands,8.0,SCHOUWN10,2013005075,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,05/23/13 00:00:00,228Ra,=,0.00094,0.000376,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79177,Netherlands,8.0,SCHOUWN10,2013006100,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,06/05/13 00:00:00,3H,=,3.619,0.3619,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79222,Netherlands,10.0,TERSLG235,2013006118,55,10.0,18.0,N,3,9.0,22.0,E,Water,1.0,06/12/13 00:00:00,3H,=,0.407,0.0407,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79164,Netherlands,8.0,VLISSGBISSVH,2013003418,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,06/19/13 00:00:00,228Ra,=,0.00272,0.001088,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79136,Netherlands,8.0,VLISSGBISSVH,2013006282,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,06/19/13 00:00:00,3H,=,4.22,0.422,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79150,Netherlands,8.0,VLISSGBISSVH,2013006282,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,06/19/13 00:00:00,226Ra,=,0.00452,0.001808,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79165,Netherlands,8.0,VLISSGBISSVH,2013004385,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,07/17/13 00:00:00,228Ra,=,0.00061,0.000244,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79261,Netherlands,8.0,PETT5,2013007348,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,07/17/13 00:00:00,3H,=,2.651,0.2651,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79265,Netherlands,8.0,PETT5,2013007348,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,07/17/13 00:00:00,226Ra,=,0.00313,0.001252,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79269,Netherlands,8.0,PETT5,2013007348,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,07/17/13 00:00:00,228Ra,=,0.00165,0.00066,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79137,Netherlands,8.0,VLISSGBISSVH,2013007409,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,07/17/13 00:00:00,3H,=,3.849,0.3849,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79151,Netherlands,8.0,VLISSGBISSVH,2013007409,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,07/17/13 00:00:00,226Ra,=,0.01074,0.0042959999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79178,Netherlands,8.0,SCHOUWN10,2013007368,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,07/18/13 00:00:00,3H,=,3.327,0.3327,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79238,Netherlands,8.0,DANTZGT,2013008423,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,08/09/13 00:00:00,3H,=,2.944,0.2944,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79242,Netherlands,8.0,DANTZGT,2013008423,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,08/09/13 00:00:00,226Ra,=,0.00334,0.001336,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79246,Netherlands,8.0,DANTZGT,2013008423,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,08/09/13 00:00:00,228Ra,=,0.00278,0.001112,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79194,Netherlands,8.0,NOORDWK2,2013008465,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,08/12/13 00:00:00,3H,=,3.186,0.3186,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79198,Netherlands,8.0,NOORDWK2,2013008465,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,08/12/13 00:00:00,226Ra,=,0.00159,0.000636,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79202,Netherlands,8.0,NOORDWK2,2013008465,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,08/12/13 00:00:00,228Ra,=,0.00028,0.000112,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79250,Netherlands,9.0,HUIBGOT,2013008427,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,08/14/13 00:00:00,3H,=,3.469,0.3469,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79254,Netherlands,9.0,HUIBGOT,2013008427,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,08/14/13 00:00:00,226Ra,=,0.00565,0.00226,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79258,Netherlands,9.0,HUIBGOT,2013008427,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,08/14/13 00:00:00,228Ra,=,0.00398,0.001592,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79223,Netherlands,10.0,TERSLG235,2013008480,55,10.0,18.0,N,3,9.0,22.0,E,Water,1.0,08/14/13 00:00:00,3H,=,0.329,0.0329,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79166,Netherlands,8.0,VLISSGBISSVH,2013005260,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,08/15/13 00:00:00,228Ra,=,0.00166,0.000664,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79179,Netherlands,8.0,SCHOUWN10,2013008462,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,08/15/13 00:00:00,3H,=,3.32,0.332,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79186,Netherlands,8.0,SCHOUWN10,2013008462,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,08/15/13 00:00:00,226Ra,=,0.00514,0.002056,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79190,Netherlands,8.0,SCHOUWN10,2013008462,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,08/15/13 00:00:00,228Ra,=,0.00181,0.000724,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79218,Netherlands,8.0,NOORDWK70,2013008468,52,35.0,8.0,N,3,31.0,48.0,E,Water,1.0,08/15/13 00:00:00,3H,=,2.602,0.2602,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79138,Netherlands,8.0,VLISSGBISSVH,2013008516,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,08/15/13 00:00:00,3H,=,3.938,0.3938,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79152,Netherlands,8.0,VLISSGBISSVH,2013008516,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,08/15/13 00:00:00,226Ra,=,0.00221,0.000884,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79206,Netherlands,8.0,NOORDWK10,2013008466,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,08/16/13 00:00:00,3H,=,3.089,0.3089,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79210,Netherlands,8.0,NOORDWK10,2013008466,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,08/16/13 00:00:00,226Ra,=,0.00204,0.000816,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79214,Netherlands,8.0,NOORDWK10,2013008466,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,08/16/13 00:00:00,228Ra,=,0.00072,0.000288,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79226,Netherlands,8.0,MARSDND,2013008428,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,08/20/13 00:00:00,3H,=,2.969,0.2969,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79230,Netherlands,8.0,MARSDND,2013008428,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,08/20/13 00:00:00,226Ra,=,0.00332,0.001328,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79234,Netherlands,8.0,MARSDND,2013008428,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,08/20/13 00:00:00,228Ra,=,0.00135,0.00054,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79167,Netherlands,8.0,VLISSGBISSVH,2013000298,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,09/12/13 00:00:00,228Ra,=,0.00162,0.0006479999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79139,Netherlands,8.0,VLISSGBISSVH,2013009457,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,09/12/13 00:00:00,3H,=,3.699,0.3699,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79153,Netherlands,8.0,VLISSGBISSVH,2013009457,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,09/12/13 00:00:00,226Ra,=,0.00347,0.001388,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79180,Netherlands,8.0,SCHOUWN10,2013009639,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,09/19/13 00:00:00,3H,=,2.975,0.2975,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79262,Netherlands,8.0,PETT5,2013009615,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,09/24/13 00:00:00,3H,=,3.067,0.3067,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79266,Netherlands,8.0,PETT5,2013009615,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,09/24/13 00:00:00,226Ra,=,0.00308,0.001232,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79270,Netherlands,8.0,PETT5,2013009615,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,09/24/13 00:00:00,228Ra,=,0.00153,0.0006119999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79168,Netherlands,8.0,VLISSGBISSVH,2013002489,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,10/07/13 00:00:00,228Ra,=,0.00212,0.000848,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79140,Netherlands,8.0,VLISSGBISSVH,2013010131,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,10/07/13 00:00:00,3H,=,4.197,0.4197,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79154,Netherlands,8.0,VLISSGBISSVH,2013010131,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,10/07/13 00:00:00,226Ra,=,0.00421,0.001684,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79181,Netherlands,8.0,SCHOUWN10,2013010335,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,10/16/13 00:00:00,3H,=,3.107,0.3107,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79169,Netherlands,8.0,VLISSGBISSVH,2013003418,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,11/04/13 00:00:00,228Ra,=,0.00021,8.400000000000001e-05,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79141,Netherlands,8.0,VLISSGBISSVH,2013010898,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,11/04/13 00:00:00,3H,=,4.02,0.402,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79155,Netherlands,8.0,VLISSGBISSVH,2013010898,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,11/04/13 00:00:00,226Ra,=,0.00249,0.0009959999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79195,Netherlands,8.0,NOORDWK2,2013011032,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,11/11/13 00:00:00,3H,=,3.543,0.3543,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79199,Netherlands,8.0,NOORDWK2,2013011032,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,11/11/13 00:00:00,226Ra,=,0.00335,0.00134,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79203,Netherlands,8.0,NOORDWK2,2013011032,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,11/11/13 00:00:00,228Ra,=,0.00098,0.000392,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79207,Netherlands,8.0,NOORDWK10,2013011033,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,11/11/13 00:00:00,3H,=,3.658,0.3658,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79211,Netherlands,8.0,NOORDWK10,2013011033,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,11/11/13 00:00:00,226Ra,=,0.00096,0.000384,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79215,Netherlands,8.0,NOORDWK10,2013011033,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,11/11/13 00:00:00,228Ra,=,0.0012,0.00048,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79219,Netherlands,8.0,NOORDWK70,2013011035,52,35.0,8.0,N,3,31.0,48.0,E,Water,1.0,11/11/13 00:00:00,3H,=,3.329,0.3329,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79239,Netherlands,8.0,DANTZGT,2013011004,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,11/12/13 00:00:00,3H,=,2.783,0.2783,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79243,Netherlands,8.0,DANTZGT,2013011004,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,11/12/13 00:00:00,226Ra,=,0.0106,0.00424,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79247,Netherlands,8.0,DANTZGT,2013011004,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,11/12/13 00:00:00,228Ra,=,0.00315,0.00126,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79263,Netherlands,8.0,PETT5,2013011015,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,11/12/13 00:00:00,3H,=,3.07,0.307,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79267,Netherlands,8.0,PETT5,2013011015,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,11/12/13 00:00:00,226Ra,=,0.00482,0.001928,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79271,Netherlands,8.0,PETT5,2013011015,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,11/12/13 00:00:00,228Ra,=,0.00362,0.001448,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79251,Netherlands,9.0,HUIBGOT,2013011008,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,11/13/13 00:00:00,3H,=,2.292,0.2292,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79255,Netherlands,9.0,HUIBGOT,2013011008,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,11/13/13 00:00:00,226Ra,=,0.00333,0.001332,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79259,Netherlands,9.0,HUIBGOT,2013011008,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,11/13/13 00:00:00,228Ra,=,0.0033,0.00132,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79182,Netherlands,8.0,SCHOUWN10,2013011029,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,11/14/13 00:00:00,3H,=,4.018,0.4018,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79187,Netherlands,8.0,SCHOUWN10,2013011029,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,11/14/13 00:00:00,226Ra,=,0.00258,0.001032,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79191,Netherlands,8.0,SCHOUWN10,2013011029,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,11/14/13 00:00:00,228Ra,=,0.00102,0.000408,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79227,Netherlands,8.0,MARSDND,2013011009,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,11/20/13 00:00:00,3H,=,2.794,0.2794,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79231,Netherlands,8.0,MARSDND,2013011009,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,11/20/13 00:00:00,226Ra,=,0.00308,0.001232,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79235,Netherlands,8.0,MARSDND,2013011009,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,11/20/13 00:00:00,228Ra,=,0.00144,0.000576,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79170,Netherlands,8.0,VLISSGBISSVH,2013004385,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/03/13 00:00:00,228Ra,=,0.00231,0.000924,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79142,Netherlands,8.0,VLISSGBISSVH,2013011543,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/03/13 00:00:00,3H,=,4.679,0.4679,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79156,Netherlands,8.0,VLISSGBISSVH,2013011543,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/03/13 00:00:00,226Ra,=,0.00574,0.002296,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79183,Netherlands,8.0,SCHOUWN10,2013011776,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,12/18/13 00:00:00,3H,=,3.634,0.3634,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79171,Netherlands,8.0,VLISSGBISSVH,2013005260,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/30/13 00:00:00,228Ra,=,0.0027,0.00108,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79143,Netherlands,8.0,VLISSGBISSVH,2013011970,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/30/13 00:00:00,3H,=,4.963,0.4963,Bq/l,Rijkswaterstaat Laboratory CIV,,,
79157,Netherlands,8.0,VLISSGBISSVH,2013011970,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,12/30/13 00:00:00,226Ra,=,0.00349,0.001396,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84952,Netherlands,10.0,TERSLG235,2014000170,55,10.0,18.0,N,3,9.0,22.0,E,Water,1.0,01/14/14 00:00:00,3H,=,0.28,0.028,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84904,Netherlands,8.0,SCHOUWN10,2014000154,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,01/16/14 00:00:00,3H,=,5.381,0.5381,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84865,Netherlands,8.0,VLISSGBISSVH,2014000944,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,01/29/14 00:00:00,3H,=,6.157,0.6157,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84878,Netherlands,8.0,VLISSGBISSVH,2014000944,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,01/29/14 00:00:00,226Ra,=,0.00438,0.001752,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84891,Netherlands,8.0,VLISSGBISSVH,2014000944,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,01/29/14 00:00:00,228Ra,=,0.00332,0.001328,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84968,Netherlands,8.0,DANTZGT,2014001870,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,02/10/14 00:00:00,3H,=,3.469,0.3469,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84972,Netherlands,8.0,DANTZGT,2014001870,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,02/10/14 00:00:00,226Ra,=,0.0052,0.00208,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84976,Netherlands,8.0,DANTZGT,2014001870,53,24.0,4.0,N,5,43.0,37.0,E,Water,1.0,02/10/14 00:00:00,228Ra,=,0.00354,0.001416,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84924,Netherlands,8.0,NOORDWK2,2014001882,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,02/10/14 00:00:00,3H,=,5.863,0.5863,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84928,Netherlands,8.0,NOORDWK2,2014001882,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,02/10/14 00:00:00,226Ra,=,0.01312,0.005248,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84932,Netherlands,8.0,NOORDWK2,2014001882,52,15.0,38.0,N,4,24.0,17.0,E,Water,1.0,02/10/14 00:00:00,228Ra,=,0.00213,0.000852,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84936,Netherlands,8.0,NOORDWK10,2014001883,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,02/10/14 00:00:00,3H,=,5.176,0.5176,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84940,Netherlands,8.0,NOORDWK10,2014001883,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,02/10/14 00:00:00,226Ra,=,0.004204,0.0016816,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84944,Netherlands,8.0,NOORDWK10,2014001883,52,18.0,5.0,N,4,18.0,4.0,E,Water,1.0,02/10/14 00:00:00,228Ra,=,0.00031,0.000124,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84948,Netherlands,8.0,NOORDWK70,2014001885,52,35.0,8.0,N,3,31.0,48.0,E,Water,1.0,02/10/14 00:00:00,3H,=,3.909,0.3909,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84980,Netherlands,9.0,HUIBGOT,2014001873,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,02/11/14 00:00:00,3H,=,4.167,0.4167,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84984,Netherlands,9.0,HUIBGOT,2014001873,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,02/11/14 00:00:00,226Ra,=,0.00463,0.001852,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84988,Netherlands,9.0,HUIBGOT,2014001873,53,33.0,33.0,N,6,39.0,40.0,E,Water,1.0,02/11/14 00:00:00,228Ra,=,0.00213,0.000852,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84956,Netherlands,8.0,MARSDND,2014001874,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,02/13/14 00:00:00,3H,=,5.301,0.5301,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84960,Netherlands,8.0,MARSDND,2014001874,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,02/13/14 00:00:00,226Ra,=,0.00222,0.000888,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84964,Netherlands,8.0,MARSDND,2014001874,52,58.0,57.0,N,4,45.0,0.0,E,Water,1.0,02/13/14 00:00:00,228Ra,=,0.00146,0.000584,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84905,Netherlands,8.0,SCHOUWN10,2014001879,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,02/13/14 00:00:00,3H,=,6.31,0.631,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84916,Netherlands,8.0,SCHOUWN10,2014001879,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,02/13/14 00:00:00,226Ra,=,0.00559,0.002236,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84920,Netherlands,8.0,SCHOUWN10,2014001879,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,02/13/14 00:00:00,228Ra,=,0.0018,0.0007199999999999,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84866,Netherlands,8.0,VLISSGBISSVH,2014002515,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,02/26/14 00:00:00,3H,=,6.003,0.6003,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84879,Netherlands,8.0,VLISSGBISSVH,2014002515,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,02/26/14 00:00:00,226Ra,=,0.00692,0.002768,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84892,Netherlands,8.0,VLISSGBISSVH,2014002515,51,24.0,43.0,N,3,33.0,56.0,E,Water,1.0,02/26/14 00:00:00,228Ra,=,0.00084,0.000336,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84992,Netherlands,8.0,PETT5,2014002923,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,03/10/14 00:00:00,3H,=,5.546,0.5546,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84996,Netherlands,8.0,PETT5,2014002923,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,03/10/14 00:00:00,226Ra,=,0.00388,0.001552,Bq/l,Rijkswaterstaat Laboratory CIV,,,
85000,Netherlands,8.0,PETT5,2014002923,52,49.0,55.0,N,4,36.0,55.0,E,Water,1.0,03/10/14 00:00:00,228Ra,=,0.00082,0.000328,Bq/l,Rijkswaterstaat Laboratory CIV,,,
84906,Netherlands,8.0,SCHOUWN10,2014002848,51,43.0,10.0,N,3,29.0,38.0,E,Water,1.0,03/17/14 00:00:00,3H,=,6.157,0.6157,Bq/l,Rijkswaterstaat Laboratory CIV,,,
